text,label
"Stocks Mixed on Oil Prices, Profit Outlook NEW YORK - Higher oil prices and lowered outlooks from companies including Colgate-Palmolive Co., Unilever PLC and the New York Times Co. sent stocks sliding Monday, although tech shares rallied on strong performance in the semiconductor sector...",0
"Update 1: Report: Yukos to Halt Refinery Supplies The board of Russia #39;s embattled oil giant Yukos will halt crude supplies to Baltic refinery Mazeikiu Nafta until the end of the year, the Interfax agency reported Monday - just hours after Yukos confirmed a similar move involving a Chinese company.",2
"Nymex Narrowly Mixed on Yukos, Gulf Restarts Prices were pushed higher by news on Sunday that Yukos had suspended delivery of 400,000 metric tons a month, or nearly 98,000 barrels a day, of rail-borne crude oil exports to China National Petroleum Co.",2
"YUKOS Cuts China Supplies, Oil Above \$46  NEW YORK (Reuters) - Oil prices broke above \$46 on Monday  after Russian oil giant YUKOS said it would cut some oil  shipments to China, the first toll on exports from the  company's financial turmoil.",2
"Stocks Lower on Oil and Profit Warnings  NEW YORK (Reuters) - Stocks declined on Monday as oil  prices spiked higher and companies like consumer goods giant  Colgate-Palmolive warned on earnings, stirring investor worry  about corporate profits.",2
Governors Worry About Offshore Drilling (AP) AP - A presidential commission has modified its proposal for a trust fund that would use up to  #36;4 billion in annual offshore oil and gas royalties to safeguard oceans and coastal areas. The change was to answer governors' fears the idea might spur more drilling off their coasts.,3
"Stocks Close Lower Amid Rising Oil Prices NEW YORK - A grim combination of higher oil prices and lowered outlooks from companies including Colgate-Palmolive Co., Unilever PLC and The New York Times Co. sent stocks sliding Monday...",0
Higher oil prices and lowered corporate outlooks leave stock &lt;b&gt;...&lt;/b&gt; TORONTO (CP) - The Toronto stock market cruised to a flat close Monday as the latest rise in oil prices propelled energy stocks higher.,2
"Wen to lobby for oil pipeline from Siberia When Chinese Premier Wen Jiabao visits Moscow on Thursday, all eyes will be on whether he can persuade his Russian counterpart Mikhail Fradkov to stick to an original agreement ",2
"Fortress to Acquire Stelmar Shipping  NEW YORK (Reuters) - Private equity firm Fortress  Investment Group LLC agreed to buy Stelmar Shipping Ltd. for  \$677 million only a few months after the oil tanker operator  fended off a hostile bid from its rival, OMI Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=OMM.N target=/stocks/quickinfo/fullquote""&gt;OMM.N&lt;/A&gt;,  Stelmar said on Monday.",2
"Nigerian villagers shut down oil facilities, trap over 100 workers Angry villagers in Nigeria #39;s restive oil-producing south have stormed and shut down three oil flow stations, preventing at least 107 oil workers from leaving two of the facilities ",0
Eriksson may be for Real Real Madrid #39;s month of turmoil took another serious turn last night when the club were forced into appointing low-ranking coach Mariano Garcia Remon to replace Jose Antonio ,1
"Green Looks for Way to Spark Cards Offense (AP) AP - Dennis Green made his reputation with high-powered offenses. Two games into his tenure as coach at Arizona, the Cardinals are sputtering like an engine with bad spark plugs that's low on oil.",1
Halliburton not notified on contract ban in Nigeria: spokeswoman (AFP) AFP - US company Halliburton said Nigeria has not notified it about its decision to place an embargo on awarding government contracts to the oil services giant's subsidiary in the west African country.,0
"YUKOS Cuts China Supplies, Oil Above \$46 Oil prices broke above \$46 on Monday after Russian oil giant YUKOS said it would cut some oil shipments to China, the first toll on exports from the company #39;s financial turmoil.",2
Oil Rises for Fourth Day as Yukos May Reduce Exports to China Crude oil rose for a fourth day in New York after OAO Yukos Oil Co. said it will halt shipments to China #39;s biggest oil company because its bank accounts have been frozen in a tax dispute with the Russian government.,2
"Export Cut to China Seen as Clever Strategy on Yukos #39;s Part Yukos, the Russian oil giant, is playing a weak hand well in its battle with the Kremlin by cutting its oil shipments to China ahead of a meeting between leaders of the countries this week, analysts said on Monday.",2
"Halliburton not notified on contract ban in Nigeria: spokeswoman WASHINGTON, Sept 20 : US company Halliburton said Nigeria has not notified it about its decision to place an embargo on awarding government contracts to the oil services giant #39;s subsidiary in the west African country.",2
"Nigeria bars Halliburton contracts Nigeria said on Monday it had banned the awarding of government contracts to Halliburton, the world #39;s second-largest oil services firm, following the theft of two radioactive devices from its Nigerian subsidiary.",2
Trial for Wall Street as blue-chips slump on warnings HIGHER oil prices and profit warnings from Colgate-Palmolive and Unilever sent US shares lower. Buying of semiconductor shares helped limit losses on the Nasdaq as investors bought Intel and other semiconductors ,2
Syed Hamid: We are monitoring Darfur crisis KUALA LUMPUR: Foreign Minister Datuk Seri Syed Hamid Albar said Malaysia is closely monitoring the Darfur crisis and the United Nations (UN) Security Councils threat to impose sanctions on Sudans vital oil industry.,0
"Update 3: Report: Yukos to Halt Crude Supplies The board of Russia #39;s embattled oil giant Yukos will halt crude supplies to Baltic refinery Mazeikiu Nafta until the end of the year, the Interfax agency reported Monday - just hours after Yukos confirmed a similar move involving a Chinese company.",2
"Stelmar Founder Haji-Ioannou Rejects \$667 Mln Sale to Fortress Stelios Haji-Ioannou, chairman of EasyJet Plc, said he rejected a \$677 million agreement to sell Stelmar Shipping Ltd. because the offer doesn #39;t reflect recent gains in the value of the oil tanker business he founded in 1992.",2
"Muddling #39; economy suffers bad day: Several factors contributed &lt;b&gt;...&lt;/b&gt; Wall Street got the blues yesterday and took it out on blue chip stocks amid concerns about declining corporate profits, recent oil price spikes and an expected boost today in short-term interest rates by the Federal Reserve.",2
"Nigeria Bars Contracts With Halliburton Nigeria said on Monday that it had banned the awarding of government contracts to Halliburton, the oil services company, as a result of the theft of two radioactive devices from its Nigerian subsidiary.",2
U.S. Oil Holds Above  #36;46 on Supply Fears (Reuters) Reuters - U.S. oil prices held above  #36;46 a\barrel on Tuesday on worries of a major supply disruption at a\time when producers are pumping at full tilt to meet strong\demand.,2
U.S. Oil Holds Above \$46 on Supply Fears  SINGAPORE (Reuters) - U.S. oil prices held above \$46 a  barrel on Tuesday on worries of a major supply disruption at a  time when producers are pumping at full tilt to meet strong  demand.,2
US Oil Holds Above \$46 on Supply Concerns  SINGAPORE (Reuters) - U.S. oil prices held above \$46 a  barrel on Tuesday on worries of a major supply disruption at a  time when producers are pumping at full tilt to meet strong  demand.,2
Oil price propels TSX as warnings hurt Dow The Toronto Stock Exchange cruised to a flat close yesterday as the latest rise in oil prices propelled energy stocks higher. But New York blue chips finished lower as the price of oil ended above \$46 (US) a ,2
"Exports From Iraq North Oil Fields Normal (AP) AP - Exports from Iraq's northern oil fields are back to normal after a spate of attacks earlier this month that crippled a key pipeline, the state-run Northern Oil Co. said Tuesday.",0
China Asks Yukos to Honor its Contracts Chinese officials urged Russias biggest oil exporter Yukos Oil Company to stand by its earlier commitments to export crude oil to China.,2
"European Stocks Subdued Ahead of Fed  LONDON (Reuters) - European shares opened weaker on  Tuesday, tracking a late dip on Wall Street as Colgate sparked  fresh earnings fears and on strong oil prices, but Tesco rose  after thumping first-half profit expectations.",2
"Oil prices up on Yukos woes NEW YORK -- Oil prices broke above \$46 yesterday after Russian oil giant Yukos said it would cut some oil shipments to China, the first toll on exports from the company's financial turmoil.",2
"Blue Chips Fall on Oil, Apple Lifts Techs  NEW YORK (Reuters) - U.S. blue-chip stocks fell on Monday  as oil prices nudged higher and as drug maker Pfizer Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PFE.N target=/stocks/quickinfo/fullquote""&gt;PFE.N&lt;/A&gt; and aluminum producer Alcoa Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AA.N target=/stocks/quickinfo/fullquote""&gt;AA.N&lt;/A&gt; were hit by  broker downgrades.",2
"Bush to address UN assembly World leaders gathered at the United Nations on Tuesday to confront an agenda dominated by new terrorist threats, a humanitarian disaster in Sudan, turmoil in Iraq ",0
"OECD Says Oil Prices and Inflation Not Hurting Industrial &lt;b&gt;...&lt;/b&gt; A leading economic think-tank sees a strong recovery in the second half of the year for major industrial economies, in spite of high oil prices, and says inflation is not yet a concern.",2
"Oil prices rise after Saudi attack, halting three-day plunge NEW YORK (AFP) - Global crude oil prices rose after gunmen stormed a US consulate in Saudi Arabia, arresting a three-day, 13-percent price slide.",2
"PeopleSoft, Unfazed, Announces 5-Year Pact With IBM PeopleSoft announced a broad partnership with IBM on Tuesday, in an attempt to show that it is moving forward aggressively despite the turmoil created by Oracle #39;s \$7.",2
"U.S. Oil Clings Near  #36;47 (Reuters) Reuters - U.S. oil prices hovered near  #36;47 a\barrel on Wednesday, awaiting data that was expected to show a\big drop in fuel stocks in the United States due to\weather-related disruptions to output and shipments.",2
"U.S. Oil Clings Near \$47  SINGAPORE (Reuters) - U.S. oil prices hovered near \$47 a  barrel on Wednesday, awaiting data that was expected to show a  big drop in fuel stocks in the United States due to  weather-related disruptions to output and shipments.",2
"PeopleSoft, Unfazed, Announces 5-Year Pact With I.B.M. PeopleSoft's partnership with I.B.M. is an attempt to show that it is moving forward aggressively despite the turmoil created by Oracle's hostile takeover bid.",3
Shell seeks to reassure investors The Anglo-Dutch oil firm sets out to woo investors by explaining how it will boost its oil reserves at an analysts' briefing on Wednesday.,2
"Rising oil prices hit Japan's trade surplus (AFP) AFP - Japan's trade surplus in August fell sharply for the first decline in 14 months as higher costs for imported oil combined with weaker export growth, prompting concerns about the country's economic outlook, the finance ministry said.",2
Supply worries lift oil prices Oil prices hit a one-month high of \$47 a barrel yesterday as traders worried that US petroleum inventories had drawn down heavily due to Hurricane Ivan.,2
Crude Steady Near 1-Month High on Concern About Russian Supply Crude oil futures were little changed close to a one-month high on concern Russian exports will be disrupted after utilities cut some power supplies to OAO Yukos Oil Co.,2
"Blogging the Story Alive Bloggers force CBS News to admit to a serious mistake, and journalists recoil from the thought of so much scrutiny of their work. But isn't this exactly what we need to get better-quality news? Commentary by Adam L. Penenberg.",3
"Oil major eyes buybacks, \$10 billion in divestments LONDON (CBS.MW) -- Outlining an expectation for higher oil prices and increasing demand, Royal Dutch/Shell on Wednesday said it #39;s lifting project spending to \$45 billion over the next three years.",2
Shell seeks to reassure investors Anglo-Dutch oil giant Shell will attempt to restore investors #39; faith in its strategy at a briefing for oil analysts on Wednesday.,2
"US Stocks Set for Lower Open, Oil Weighs  NEW YORK (Reuters) - U.S. shares were seen opening slightly  weaker on Wednesday as oil prices held near the \$47 a barrel  level, while investors cooled to the Federal Reserve's   assessment of the economy.",2
"Total to take 25 stake in Russian gas producer Novatek PARIS : French oil group Total said it had signed an agreement to acquire a 25 percent stake plus one additional share in Russian natural gas producer Novatek, without disclosing the financial terms of the deal.",2
"ADB downgrades India #39;s growth forecast to 6.5 percent NEW DELHI: Hit by high crude oil prices and poor monsoon, India #39;s economic growth is expected to slow down to 6.5 percent in 2004-05 fiscal, an Asian Development Bank (ADB) report said on Wednesday.",2
"Yukos #39;s Theede Says Putin May Agree to Save Yugansk (Update5) OAO Yukos Oil Co., battling to avert bankruptcy, said the Russian government may be considering ways to settle a \$7.5 billion tax bill without taking over the company #39;s biggest oil-producing unit.",2
"Regional Bank Forecasts Stronger Growth for Developing Asian &lt;b&gt;...&lt;/b&gt; A new report says developing Asian economies are expected to enjoy stronger growth despite high oil prices. However, the report warns, a slowdown in China could hurt its neighbors.",2
Shell sets \$45B investment program But stock of major oil company falls on disappointment it did not extend stock buyback program. LONDON (Reuters) - Scandal-hit oil company Royal Dutch/Shell said Wednesday it will invest \$15 billion a year ,2
"Stocks Seen Lower as Oil, Cisco Weigh  NEW YORK (Reuters) - U.S. shares were seen opening weaker  on Wednesday as oil prices held near \$47 a barrel, while a  brokerage downgrade on technology bellwether Cisco Systems Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=CSCO.O target=/stocks/quickinfo/fullquote""&gt;CSCO.O&lt;/A&gt; could hurt technology shares.",2
"Fed puts up US interest rates again THE US Federal Reserve has raised interest rates for the third time this year in spite of a renewed surge in oil prices. The widely expected move took the funds rate up a quarter-point to 1.75 per cent, following similar moves in August and June.",2
Oil prices rise again over Yukos fears Crude oil futures rose in New York to trade near a one-month high on concern that Russian exports will be disrupted after utilities cut some power supplies to OAO Yukos Oil Co.,2
"Shell to boost investment to replace missing oil reserves LONDON : Royal Dutch/Shell announced plans to boost investment in exploration and production, making the replacement of its reserves a top priority as it seeks to restore battered investor confidence.",2
Disappointing Earnings Send Stocks Lower Disappointing earnings from Morgan Stanley and a new spike in oil prices sent stocks lower in early trading Wednesday as investors #39; worries over third-quarter earnings increased.,2
"China economy seen growing 8.8 in 2004: ADB China #39;s economy will expand 8.8 per cent in 2004 and eight per cent in 2005, but growth next year may slow to 7.2 per cent if oil prices stay at around \$40 a barrel, the Asian Development Bank said on Wednesday.",2
Shell Plan Disappoints Investors  LONDON (Reuters) - Scandal-hit oil giant Royal Dutch/Shell  will invest \$45 billion over three years to boost reserves and  production but its shares fell on disappointment it did not  extend a stock buyback program.,2
Shell unveils \$15bn recovery plan The Anglo-Dutch oil giant Shell today sought to draw a line under its reserves scandal by announcing plans to spend \$15bn (8.4bn) a year to replenish reserves and develop production in its oil and gas business.,2
Stocks drop; Dow off more than 100 points Disappointing earnings from Morgan Stanley (MWD) and oil prices topping \$48 per barrel sent stocks sharply lower Wednesday as investors moved to protect their recent gains.,2
"Stocks Slump on Higher Oil, Fannie Mae  NEW YORK (Reuters) - Stocks fell sharply  on Wednesday  after oil prices jumped more than a dollar and a U.S.  government review questioned home finance company Fannie Mae's  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FNM.N target=/stocks/quickinfo/fullquote""&gt;FNM.N&lt;/A&gt; accounting methods.",2
"Stocks Slump on Higher Oil, Fannie Mae Stocks fell sharply on Wednesday after oil prices jumped more than a dollar and a US government review questioned home finance company Fannie Mae #39;s (FNM.",2
10-Year Treasury Yield Flirts with 4 Pct (Reuters) Reuters - U.S. Treasury yields hovered near\five-month lows on Wednesday as weaker stocks and higher oil\prices helped drive 10-year yields down to 4 percent.,2
"Treasury Yields Hit 5-Month Lows  NEW YORK (Reuters) - U.S. benchmark Treasuries yields broke  beneath 4.0 percent on Wednesday for the first time in  five-months, driven in part by a jump in oil prices and a slide  in equities.",2
"Treasury Yields Hit 5-Month Lows (Reuters) Reuters - U.S. benchmark Treasuries yields broke\beneath 4.0 percent on Wednesday for the first time in\five-months, driven in part by a jump in oil prices and a slide\in equities.",2
Oil prices rocket to new one-month highs after stocks plunge LONDON : World oil prices sprinted up to new one-month high points as traders showed alarm at a steep fall in US crude oil inventories in the wake of Hurricane Ivan.,2
"Oil Reserves Drop for 1st Time in 5 Years  WASHINGTON (Reuters) - U.S. proven crude oil reserves fell  last year for the first time in five years, as energy companies  replaced just over half the oil they took out of the ground,  the U.S. government said on Wednesday.",2
"Stocks Fall on Oil, Fannie Mae Probe  NEW YORK (Reuters) - Stocks fell on Wednesday after oil  prices jumped more than a dollar to over \$48 a barrel and a  U.S. government review questioned home finance company Fannie  Mae's &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FNM.N target=/stocks/quickinfo/fullquote""&gt;FNM.N&lt;/A&gt; accounting methods.",2
"RP, Thailand to be worst affected by oil price surge  ADB Asia will be able to weather the rising prices of oil but economic growth will slow down, with Thailand and the Philippines being the worst affected in a group of 10 countries, a report by the Asian Development Bank (ADB) said .",2
"Oil Reserves Drop for 1st Time in 5 Years (Reuters) Reuters - U.S. proven crude oil reserves fell\last year for the first time in five years, as energy companies\replaced just over half the oil they took out of the ground,\the U.S. government said on Wednesday.",2
Oil Surges Over \$48 After Supply Drop  NEW YORK (Reuters) - Oil prices climbed to within a dollar  of a new record on Wednesday after the U.S. government reported  a big decline in oil stockpiles because of disruptions from  Hurricane Ivan.,2
"Earnings, Oil Prices Drive Stocks Lower NEW YORK - Investors saw a major surge in oil prices and disappointing earnings from Morgan Stanley as a chance to collect profits Wednesday, sending stocks substantially lower. The Dow Jones industrial average dropped nearly 130 points...",0
"Treasuries Drive Higher on Oil Prices  CHICAGO (Reuters) - U.S. Treasury prices rallied on  Wednesday in response to rising oil prices, weak equities and  lower inflation prospects.",2
Shell to spend \$45B US to replace reserves while selling non-core &lt;b&gt;...&lt;/b&gt; LONDON (CP) - Royal Dutch/Shell Group said Wednesday it will spend \$45 billion US and sell up to \$12 billion worth of assets to reinvigorate its underperforming oil and natural gas business.,2
"Earnings, Oil Prices Drive Stocks Lower Investors saw a major surge in oil prices and disappointing earnings from Morgan Stanley as a chance to collect profits Wednesday, sending stocks substantially lower.",2
"Stocks Fall Sharply on Oil, Fannie Mae  NEW YORK (Reuters) - Stocks fell sharply on Wednesday after  oil prices climbed above \$48 a barrel and investment bank  Morgan Stanley &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MWD.N target=/stocks/quickinfo/fullquote""&gt;MWD.N&lt;/A&gt; reported a decline in quarterly profit,  stirring concern about corporate earnings.",2
"India need not worry over oil price rise for now: ADB ALTHOUGH the Asian Development Bank projected a slow-down of India #39;s economic growth to 6.5 per cent in fiscal 2004 and six per cent in 2005, due to current high oil prices among other factors, an ADB official told Business Line that the issues relating ",2
Update 4: Oil Tops \$48 a Barrel on Supply Worries Crude futures prices surged above \$48 per barrel Wednesday as oil production and shipping disruptions caused by Hurricane Ivan caused domestic supplies to shrink more than expected.,2
"U.S. Stocks Fall Sharply  NEW YORK (Reuters) - Stocks fell sharply  on Wednesday  after oil prices jumped more than a dollar to over \$48 a barrel  and investment bank Morgan Stanley &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MWD.N target=/stocks/quickinfo/fullquote""&gt;MWD.N&lt;/A&gt; and brokerage Bear  Stearns Cos. Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BSC.N target=/stocks/quickinfo/fullquote""&gt;BSC.N&lt;/A&gt; reported declines in quarterly  profits.",2
"Stocks Dive on Morgan Stanley, Oil Reports NEW YORK - Stocks tumbled Wednesday as investors saw a surge in oil prices and disappointing earnings from Morgan Stanley as a reason to collect profits from gains of the last month. The Dow Jones industrial average dropped nearly 130 points, and all three major indexes saw their biggest losses since early August...",0
"Markets sink amid warnings, rising oil prices Stock markets traded lower this afternoon as the price of crude oil shot up on the latest US supply report while investors were frustrated at a series of corporate earnings disappointments, warnings and downgrades.",2
Shell to spend \$45B (US) to replace reserves LONDON (AP-CP) - Royal Dutch/Shell Group said today it will spend \$45 billion (US) and sell up to \$12 billion worth of assets to reinvigorate its underperforming oil and natural gas business.,2
"Stocks Sink on Oil Prices, Morgan Stanley  NEW YORK (Reuters) - Stocks fell sharply on Wednesday after  oil prices jumped more than a dollar to over \$48 a barrel and  investment bank Morgan Stanley &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MWD.N target=/stocks/quickinfo/fullquote""&gt;MWD.N&lt;/A&gt; reported a drop in its  quarterly profit.",2
"Stocks Dive on Morgan Stanley, Oil Reports NEW YORK - Stocks tumbled Wednesday as investors saw a surge in oil prices and disappointing earnings from Morgan Stanley as a reason to collect profits from gains of the last month. The Dow Jones industrial average dropped 135 points, and all three major indexes saw their biggest losses since early August...",0
"Shell switch in strategy fails to win support of investors Shell, the Anglo-Dutch oil giant, warned yesterday that production is likely to remain flat for the next five years as it accelerates the disposal of unwanted assets and ",2
"Oprah car winners hit with hefty tax Like any prize, the value is counted as income; winners must pay up to \$7,000 or forfeit the car. NEW YORK (CNN/Money) - Leave it to Uncle Sam to spoil the party.",2
Crude oil prices surge amid drop in US domestic supplies Crude futures climbed above 48 dollars a barrel Wednesday as US Energy Department reported that domestic supplies fell more than expected.,2
"A Strategy for Shell? The Royal Dutch/Shell Group said yesterday that it would sell as much as \$12 billion in assets, spend \$45 billion on new projects and consider some acquisitions as it tries to bolster oil and gas production.",2
"Lebanon Arrests 10 Al-Qaeda Suspects, Foils Embassy Attack BEIRUT, 23 September 2004 - Lebanon arrested 10 members of a suspected Lebanese Al-Qaeda network, thereby thwarting a planned attack on the Italian Embassy in Beirut, Lebanese Interior Minister Elias Murr said yesterday.",0
"Sudan says it will observe UN resolution The Sudanese government agreed to observe the UN resolution on Darfur, avoiding threatened sanctions to their oil industry. But it says the resolution is unfair and unjust to Sudan.",0
US lender accused of  #39;cookie-jar #39; figures America #39;s biggest mortgage lender was thrown into turmoil yesterday when the industry watchdog accused it of having major accounting problems and doubted the  quot;soundness quot; of the company.,2
US stocks hit by surge in oil prices NEW YORK - Wall Street shares took a beating yesterday as a fresh surge in oil prices dented sentiment among investors already fretting about the coming corporate earnings season.,2
Fall in US oil inventory pushes prices higher WASHINGTONCrude futures prices surged above \$48 (US) per barrel yesterday as oil production and shipping disruptions caused by Hurricane Ivan prompted domestic supplies to shrink more than expected.,2
Yukos cuts oil production But exports to Europe safe after the Russian oil firm seals a barter deal with pipeline monopoly. MOSCOW (Reuters) - Yukos #39; crippling tax debts finally forced the Russian oil major to make a much-feared production cut Wednesday.,2
"European Shares Dip on Wall Street Loss (Reuters) Reuters - European shares eased at the outset on\Thursday, tracking losses on Wall Street amid renewed worries\about the impact of high oil prices on corporate profits, with\autos and technology stocks leading the losers.",2
"Yukos cuts output, seals shipping deal Russian oil company Yukos's crippling tax debts finally forced a much-feared production cut yesterday, but its exports to Europe looked safe after it made a barter deal with the pipeline monopoly.",2
"Stocks Set to Open Flat to a Bit Higher  NEW YORK (Reuters) - U.S. stocks appeared set to open  nearly unchanged to slightly higher on Thursday after a sharp  fall in the previous session, with oil prices easing.",2
"European Stocks Down, Dollar Swoons  LONDON (Reuters) - European shares fell, the yen and dollar  wilted and benchmark government bond yields scraped against  multi-month lows on Thursday as high oil prices continued to  worry global financial markets.",2
"Syria #39;s role appreciated by Italy Italy expressed appreciation over Syria #39;s efforts in combating terrorism, pointing to its important role in foiling a terrorist attack that was targeting the Italian and Western interests in Lebanon.",0
"Unemployment, Oil News Keep Stocks Mixed NEW YORK - Stocks were mixed in early trading Thursday as investors weighed a rise in unemployment claims against a slight drop in oil prices.    In the first hour of trading, the Dow Jones industrial average fell 43.51, or 0.4 percent, to 10,065.67, one day after it lost more than 135 points...",0
Shell spends big to recoup  #39;lost #39; oil Shell has pledged to spend more cash on finding oil and gas over the next three years as the world #39;s No.3 oil company admitted that its production was likely to be flat until 2009.,2
Oil Eases as U.S. Mulls Tapping Stocks  LONDON (Reuters) - High-flying oil prices paused in their  ascent on Thursday as the U.S. government considered whether to  release crude from the U.S. petroleum reserve after Hurricane  Ivan sliced into supplies.,2
"Halliburton May Separate KBR Unit  NEW YORK (Reuters) - Halliburton Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HAL.N target=/stocks/quickinfo/fullquote""&gt;HAL.N&lt;/A&gt;, beset by  controversy over its work in Iraq, plans to shed its KBR  engineering and construction unit if the oilfield services  company's share performance does not match its peers, it said  on Thursday.",2
"Unemployment, Oil News Keep Stocks Mixed NEW YORK - A slowdown in economic growth and oil prices hovering around \$48 per barrel renewed fears of disappointing third-quarter earnings Thursday and kept stocks mixed.    In late morning trading, the Dow Jones industrial average fell 39.53, or 0.4 percent, to 10,069.65, one day after the index lost more than 135 points...",0
National Oil Reserves Eyed to Offset Hurricane Losses The Bush administration said Thursday it is weighing a request from several U.S. refiners to borrow crude oil from the nation's emergency stockpile to help offset supply disruptions along the Gulf Coast from Hurricane Ivan.,2
"Halliburton May Separate KBR Unit Halliburton Co. (HAL.N: Quote, Profile, Research) , beset by controversy over its work in Iraq, plans to shed its KBR engineering and construction unit if the oilfield services company #39;s ",2
"Halliburton May Separate KBR Unit (Reuters) Reuters - Halliburton Co. , beset by\controversy over its work in Iraq, plans to shed its KBR\engineering and construction unit if the oilfield services\company's share performance does not match its peers, it said\on Thursday.",2
"Slower Economy, Oil Leave Stocks Mixed NEW YORK - A slowdown in economic growth and oil prices hovering around \$48 per barrel renewed Wall Street's fears of disappointing third-quarter earnings Thursday and kept stocks mixed.    In late morning trading, the Dow Jones industrial average fell 49.70, or 0.5 percent, to 10,059.48, one day after the index lost more than 135 points...",0
"Unemployment, Oil News Keep Stocks Mixed A slowdown in economic growth and oil prices hovering around \$48 per barrel renewed fears of disappointing third-quarter earnings Thursday and kept stocks mixed.",2
"US Economic Gauge Signals Weakness A key gauge of future economic activity weakened for a third straight month in August as costlier oil spread worry among consumers and businesses, a report from a business research group showed on Thursday .",2
"U.S. Economic Gauge Signals Weakness (Reuters) Reuters - A key gauge of future economic\activity weakened for a third straight month in August as\costlier oil spread worry among consumers and businesses, a\report from a business research group showed on Thursday .",2
U.S. Weighs Borrowing Oil From Stockpile (AP) AP - The Bush administration said Thursday it is weighing a request from several U.S. refiners to borrow crude oil from the nation's emergency stockpile to help offset supply disruptions along the Gulf Coast from Hurricane Ivan.,0
"Bush Set to Open Oil Reserve Spigot  WASHINGTON (Reuters) - With oil prices close to \$50 a  barrel, the Bush administration is set to allow oil refineries  to borrow crude from the government's emergency petroleum  stockpile to make up for supplies disrupted by Hurricane Ivan,  a congressional source briefed on the pending decision told  Reuters on Thursday.",2
"Blue Chips Drop, Oil Reaches \$49 a Barrel  NEW YORK (Reuters) - U.S. blue-chip stocks fell  on  Thursday and crude oil prices touched \$49 a barrel as traders  saw a possible oil loan from U.S. government reserves as too  small to make up for supply disruptions caused by Hurricane  Ivan.",2
"Crude oil regains strength, thanks to Ivan CALGARY - Oil prices rose to their second-highest closing price on record yesterday, a final gift from Hurricane Ivan, which ravaged the US Gulf Coast last week, cutting oil imports south of the border and destroying key production facilities.",2
"Stocks Mixed on Slow Economy, Oil Prices NEW YORK - A slowdown in economic growth and oil prices climbing to near record highs renewed Wall Street's fears of disappointing third-quarter earnings Thursday and pushed stocks mostly lower. Only the Nasdaq composite index managed a minimal gain...",0
"Stocks mixed, tech sector gets minor boost as oil prices near &lt;b&gt;...&lt;/b&gt; TORONTO (CP) - Stock markets were mainly lower Thursday afternoon as oil prices inched toward record levels and investors dealt with lacklustre economic data.",2
Oil Prices Rise as Supply Concerns Linger  NEW YORK (Reuters) - World oil prices rose on Thursday as  concerns over a supply shortage after Hurricane Ivan persisted  despite news the U.S. will loan some oil from its reserves to  refineries to make up for lost production.,2
"Blue Chips Drop, Oil Reaches \$49 a Barrel  NEW YORK (Reuters) - U.S. blue-chip stocks fell on Thursday  and crude oil prices touched \$49 a barrel as traders saw a  possible oil loan from U.S. government reserves as too small to  make up for supply disruptions caused by Hurricane Ivan.",2
"Bush Set to Open Oil Reserve Spigot  WASHINGTON (Reuters) - With oil near \$50 a barrel, the Bush  administration is set to allow oil refineries to borrow from  the government's emergency petroleum stockpile to make up for  supplies disrupted by Hurricane Ivan, a congressional source  briefed on the pending decision told Reuters on Thursday.",2
Blue Chips End Lower After Oil Hits \$49  NEW YORK (Reuters) - U.S. blue-chip stocks declined to the  lowest level in more than a month on Thursday as crude oil  prices touched \$49 a barrel and renewed concerns that high fuel  costs will erode corporate profits.,2
"Halliburton to Restructure KBR Unit  NEW YORK (Reuters) - Halliburton Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HAL.N target=/stocks/quickinfo/fullquote""&gt;HAL.N&lt;/A&gt; on Thursday  said it would restructure its embattled KBR unit and may shed  the business if the oil services company's stock performance  keeps lagging its peers.",2
"US leading economic index fall for third straight month in August The Conference Board reported Thursday that the Leading Economic Index fell for a third consecutive month in August, suggesting slower economic growth ahead amid rising oil prices.",2
"Slower economy, high oil prices push stocks mostly lower Investors extended their blue chip selloff Thursday as oil prices neared their all-time highs, renewing Wall Street #39;s concerns that high energy costs would deflate third-quarter earnings.",2
"Stocks Drop on \$49 Oil, Slowing Economy  NEW YORK (Reuters) - U.S. blue-chip stocks fell  on  Thursday to nearly a five-week low as crude oil touched \$49 a  barrel, close to the record set last month, and a key gauge of  future economic activity fell for a third straight month.",2
"Stock Markets Fall as Oil Nears \$50 a Barrel NEW YORK, Sept. 22 -- A surge in oil prices and a disappointing earnings report from Morgan Stanley were cited as factors in significant stock market losses Wednesday.",2
