Year,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UA,DE,,,1043.4,bodies,kg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UA,DE,,,158.807,caviar,kg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UA,DE,,,520.0,meat,kg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,CH,,2722.24259,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,CH,,3483.33,cosmetics,mg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,FR,,2.944,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,IT,,96.38648,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,IT,,1683.92,cosmetics,mg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,,,1555.421,caviar,kg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,,,12.67251,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,,,0.21908,cosmetics,kg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,,,0.31,cosmetics,mg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,,,6.0,live,Number of specimens,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,,,12.0,swim bladders,kg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UY,DE,CH,,64.16573,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UY,DE,IT,,1.99469,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UY,DE,,,0.019,cosmetics,mg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UZ,BY,,,1.2,caviar,kg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,VA,DE,CH,,1.186,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,VA,DE,IT,,1.054,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,VN,DE,,,9.33591,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,VN,DE,,,21.0,eggs (live),kg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,ZA,DE,CH,,27.2061,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,ZA,DE,FR,,0.08095,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,ZA,DE,IT,,7.619,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,ZA,DE,,,4.5,caviar,kg,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,ZA,DE,,,0.25758,cosmetics,g,T,C
2021,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,ZA,DE,,,0.01333,cosmetics,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,AE,DE,CH,,1.03086,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,AE,DE,FR,,0.023,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,AE,DE,IT,,15.91762,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,AE,DE,,,1.49,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,AR,DE,IT,,1.318,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,AU,DE,CN,,44.3,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,AU,DE,IT,,16.7,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,AW,DE,IT,,0.08222,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,BB,DE,,,2.576,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,BH,DE,IT,,0.41,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,BR,DE,IT,,0.028,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CA,DE,CH,,5.585,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CA,DE,CN,,143.3,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CA,DE,IT,,27.766,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CA,DE,,,3.3,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,DE,CH,,0.555,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,DE,CN,,360.366,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,DE,IL,,5.84,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,DE,IT,,10.00084,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,DE,IT,,11.484,cosmetics,mg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,DE,MD,,4.9,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,DE,,,106.115,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CL,DE,IT,,0.739,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CN,AZ,,,1.103,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CN,DE,CH,,6.087,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CN,DE,CH,,274.651,cosmetics,mg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CN,DE,CN,,68.717,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CN,DE,FR,,1076.4,cosmetics,mg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CN,DE,IT,,7449.005,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CN,DE,IT,,695874.519,cosmetics,mg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CN,DE,,,2.1,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CO,DE,IT,,0.396,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,DE,24.1,,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,FR,2319.52,,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,FR,329.2,,cosmetics,mg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,FR,1084.0,,extract,mg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,IT,571.067,,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,IT,235423.38,,cosmetics,mg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,IT,8694.6,,extract,mg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,UY,52.938,,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,UY,1.6,,extract,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,,30.3,,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,,570.82052,,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,,462661.825,,cosmetics,mg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CN,,10797.698,,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,GE,,20.0,,specimens,Number of specimens,S,W
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,IL,,182.164,,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,KY,CN,3.53,,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,MD,,55.276,,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,SG,IT,42.426,,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,TW,IT,3.613,,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,EC,DE,IT,,0.332,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,GB,DE,CN,,302.909,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,GB,DE,IT,,19.0665,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,GB,DE,,,364.806,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,GE,DE,,,1129.905,meat,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,GT,DE,CH,,0.032,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,GT,DE,IT,,0.348,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IL,DE,CH,,0.34,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IL,DE,CN,,259.625,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IL,DE,IT,,1.595,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IN,DE,IT,,0.057,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IS,DE,,,14.5,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,JO,DE,IT,,0.449,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,JP,AZ,,,5.0,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,JP,DE,CH,,0.493,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,JP,DE,CN,,61.462,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,JP,DE,IT,,20.735,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,JP,DE,,,25.92,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,JP,DE,,,100.0,live,Number of specimens,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,KG,DE,,,15900.0,bodies,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,KR,DE,CH,,7.083,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,KR,DE,IT,,45.49504,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,KW,DE,IT,,2.05806,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,KY,DE,CN,,2.48,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,KY,DE,IT,,0.081,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,LB,DE,IT,,0.48,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,MC,DE,CH,,0.017,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,MC,DE,IT,,0.76,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,MD,DE,IT,,0.04692,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,MO,FR,IT,5.4,,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,MU,DE,IT,,0.0312,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,MU,DE,,,4.83,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,MV,DE,IT,,0.08631,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,MX,DE,CH,,0.22,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,MX,DE,CN,,8.6,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,MX,DE,IT,,3.66366,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,NC,DE,CN,,1.35,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,NC,DE,,,5.088,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,NO,DE,,,10.305,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,OM,DE,IT,,0.218,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,PA,DE,CH,,1.296,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,PA,DE,IT,,2.04272,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,PH,DE,CH,,0.134,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,PH,DE,IT,,2.562,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,PH,DE,MD,,0.506,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,PH,DE,,,2.58,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,PY,DE,IT,,0.369,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,QA,DE,CH,,0.399,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,QA,DE,CN,,6.85,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,QA,DE,IT,,2.21712,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,QA,DE,,,1.65,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,RU,DE,CH,,0.399,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,RU,DE,FR,,0.576,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,RU,DE,IT,,9.07545,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,SG,DE,CH,,1.258,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,SG,DE,CN,,57.735,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,SG,DE,IT,,281.92575,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,SG,DE,,,0.25,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,SV,DE,IT,,0.2,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TH,DE,CH,,1.57,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TH,DE,CN,,20.975,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TH,DE,IT,,11.107,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TH,DE,,,16.57,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TR,AZ,,,2100.0,live,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TR,DE,IT,,2.31017,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TW,DE,CH,,0.931,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TW,DE,CN,,0.3,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TW,DE,IT,,29.40918,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UA,BG,,,195.0,live,,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UA,DE,CH,,0.18173,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UA,DE,FR,,0.13781,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UA,DE,IT,,0.72993,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UA,DE,,,1100.0,bodies,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UA,DE,,,18.0,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UA,DE,,,550.0,meat,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,AZ,,,27.034,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,CH,,13.141,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,CN,,537.699,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,IT,,141.91969,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,IT,,142.536,cosmetics,mg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,,,2916.196,caviar,kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,,,1.0,eggs (live),kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,,,355.0,live,Number of specimens,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UY,DE,CH,,0.017,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UY,DE,IT,,4.59233,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,VA,DE,IT,,0.033,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,VN,DE,,,5.0,eggs (live),kg,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,ZA,DE,CH,,0.194,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,ZA,DE,FR,,0.116,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,ZA,DE,IT,,2.01697,cosmetics,g,T,C
2021,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,ZA,DE,,,4.875,caviar,kg,T,C
2021,Acipenser gueldenstaedtii x baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CN,AZ,,,1.31,caviar,kg,T,C
2021,Acipenser gueldenstaedtii x baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,AZ,,,10.01,caviar,kg,T,C
2021,Acipenser gueldenstaedtii x baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,XX,AZ,XX,,1.43,caviar,kg,,W
2021,Acipenser hybrid,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,DE,,,123.968,caviar,kg,T,C
2021,Acipenser hybrid,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,JP,DE,,,743.62,caviar,kg,T,C
2021,Acipenser hybrid,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,KG,DE,,,1160.0,bodies,kg,T,C
2021,Acipenser hybrid,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TH,DE,,,0.04,caviar,kg,T,C
2021,Acipenser hybrid,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,UA,DE,,,2025.9,bodies,kg,T,C
2021,Acipenser hybrid,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,DE,,,364.157,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,AE,DE,CN,,17.5,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,AE,DE,CN,,18.0,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,AM,DE,CN,,18.9,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,AM,DE,CN,,1.8,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,AU,DE,CN,,55.205,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,AU,DE,CN,,1.85,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,CA,DE,CN,,140.1,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,CA,DE,CN,,59.1,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,CH,DE,CN,,503.93,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,CH,DE,CN,,550.944,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,CH,DE,MD,,5.0,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,CH,DE,MD,,4.9,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,CN,DE,CN,,144.973,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,CN,DE,CN,,49.735,caviar,kg,T,C
2021,Acipenseridae hybrid,Actinopteri,Acipenseriformes,Acipenseridae,,DE,CN,,12295.526,,caviar,kg,T,C
